car_id,transmission_type,engine_size_cm3,fuel_type,powertrain,CO2_emission
1680,Manual,998,Petrol Electric,Hybrid Electric Vehicle (HEV),119
1681,Automatic,998,Petrol Electric,Hybrid Electric Vehicle (HEV),119
1682,Manual,998,Petrol Electric,Hybrid Electric Vehicle (HEV),121
1683,Automatic,998,Petrol Electric,Hybrid Electric Vehicle (HEV),121
1684,Automatic,1598,Diesel Electric,Hybrid Electric Vehicle (HEV),126
1685,Manual,1598,Diesel Electric,Hybrid Electric Vehicle (HEV),122
1686,Manual,1598,Diesel Electric,Hybrid Electric Vehicle (HEV),120
1687,Automatic,1598,Diesel Electric,Hybrid Electric Vehicle (HEV),125
1688,Manual,1998,Petrol,Internal Combustion Engine (ICE),182
1689,Automatic,1998,Petrol,Internal Combustion Engine (ICE),191
1690,Automatic,1998,Petrol,Internal Combustion Engine (ICE),191
1691,Manual,1998,Petrol,Internal Combustion Engine (ICE),182
1692,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
1693,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),105
1694,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),102
1695,Manual,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),135
1696,Manual,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),137
1697,Manual,998,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),138
1698,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),114
1699,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),115
1702,Automatic,1998,Petrol,Internal Combustion Engine (ICE),194
1703,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),112
1711,Manual,1598,Petrol,Internal Combustion Engine (ICE),151
1712,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),127
1713,Manual,1598,Petrol,Internal Combustion Engine (ICE),154
1714,Manual,1598,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),151
1715,Automatic,1598,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),146
1716,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),130
1717,Manual,1598,Petrol,Internal Combustion Engine (ICE),156
1718,Manual,1598,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),152
1719,Automatic,1598,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),149
1720,Automatic,1598,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),162
1721,Manual,1598,Petrol,Internal Combustion Engine (ICE),156
1722,Automatic,1598,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),148
1723,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),131
1724,Manual,1598,Petrol,Internal Combustion Engine (ICE),157
1725,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),131
1726,Automatic,1598,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),162
1727,Automatic,1598,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),149
1728,Automatic,1598,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),31
1729,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),145
1730,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),152
1731,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),159
1732,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),168
1733,Automatic,1598,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),37
1734,Automatic,1999,Diesel,Internal Combustion Engine (ICE),188
1735,Automatic,1999,Diesel,Internal Combustion Engine (ICE),202
1736,Manual,1999,Diesel,Internal Combustion Engine (ICE),177
1737,Manual,1999,Diesel,Internal Combustion Engine (ICE),195
1738,Manual,1999,Diesel,Internal Combustion Engine (ICE),174
1739,Manual,1999,Diesel,Internal Combustion Engine (ICE),187
1740,Automatic,1999,Diesel,Internal Combustion Engine (ICE),188
1741,Automatic,1999,Diesel,Internal Combustion Engine (ICE),206
1742,Manual,1999,Diesel,Internal Combustion Engine (ICE),180
1743,Manual,1999,Diesel,Internal Combustion Engine (ICE),197
1744,Automatic,1999,Diesel,Internal Combustion Engine (ICE),200
1745,Automatic,1999,Diesel,Internal Combustion Engine (ICE),216
1746,Automatic,1997,Petrol,Internal Combustion Engine (ICE),213
1747,Automatic,1997,Petrol,Internal Combustion Engine (ICE),230
1748,Automatic,1997,Petrol,Internal Combustion Engine (ICE),215
1749,Automatic,1997,Petrol,Internal Combustion Engine (ICE),236
1750,Automatic,1997,Petrol,Internal Combustion Engine (ICE),226
1751,Automatic,1997,Petrol,Internal Combustion Engine (ICE),244
1752,Automatic,1999,Diesel,Internal Combustion Engine (ICE),158
1753,Automatic,1999,Diesel,Internal Combustion Engine (ICE),175
1754,Automatic,1999,Diesel,Internal Combustion Engine (ICE),177
1755,Automatic,1999,Diesel,Internal Combustion Engine (ICE),194
1756,Automatic,1999,Diesel,Internal Combustion Engine (ICE),162
1757,Automatic,1999,Diesel,Internal Combustion Engine (ICE),178
1758,Automatic,1999,Diesel,Internal Combustion Engine (ICE),182
1759,Automatic,1999,Diesel,Internal Combustion Engine (ICE),200
1760,Automatic,1997,Petrol,Internal Combustion Engine (ICE),209
1761,Automatic,1997,Petrol,Internal Combustion Engine (ICE),227
1762,Automatic,1997,Petrol,Internal Combustion Engine (ICE),216
1763,Automatic,1997,Petrol,Internal Combustion Engine (ICE),234
1764,Automatic,2993,Diesel,Internal Combustion Engine (ICE),196
1765,Automatic,2993,Diesel,Internal Combustion Engine (ICE),211
1766,Automatic,1997,Petrol,Internal Combustion Engine (ICE),206
1767,Automatic,1997,Petrol,Internal Combustion Engine (ICE),210
1768,Automatic,1997,Petrol,Internal Combustion Engine (ICE),205
1769,Automatic,1997,Petrol,Internal Combustion Engine (ICE),211
1770,Automatic,2995,Petrol,Internal Combustion Engine (ICE),229
1771,Automatic,2995,Petrol,Internal Combustion Engine (ICE),233
1772,Automatic,2995,Petrol,Internal Combustion Engine (ICE),225
1773,Automatic,2995,Petrol,Internal Combustion Engine (ICE),232
1774,Manual,2995,Petrol,Internal Combustion Engine (ICE),254
1775,Manual,2995,Petrol,Internal Combustion Engine (ICE),254
1776,Manual,2995,Petrol,Internal Combustion Engine (ICE),254
1777,Manual,2995,Petrol,Internal Combustion Engine (ICE),254
1778,Automatic,2995,Petrol,Internal Combustion Engine (ICE),252
1779,Automatic,2995,Petrol,Internal Combustion Engine (ICE),255
1780,Automatic,2995,Petrol,Internal Combustion Engine (ICE),251
1781,Automatic,2995,Petrol,Internal Combustion Engine (ICE),256
1782,Automatic,2995,Petrol,Internal Combustion Engine (ICE),244
1783,Automatic,2995,Petrol,Internal Combustion Engine (ICE),247
1784,Automatic,2995,Petrol,Internal Combustion Engine (ICE),240
1785,Automatic,2995,Petrol,Internal Combustion Engine (ICE),245
1786,Manual,2995,Petrol,Internal Combustion Engine (ICE),260
1787,Manual,2995,Petrol,Internal Combustion Engine (ICE),260
1788,Manual,2995,Petrol,Internal Combustion Engine (ICE),260
1789,Manual,2995,Petrol,Internal Combustion Engine (ICE),260
1790,Automatic,5000,Petrol,Internal Combustion Engine (ICE),247
1791,Automatic,5000,Petrol,Internal Combustion Engine (ICE),249
1792,Automatic,5000,Petrol,Internal Combustion Engine (ICE),246
1793,Automatic,5000,Petrol,Internal Combustion Engine (ICE),250
1794,Automatic,5000,Petrol,Internal Combustion Engine (ICE),251
1795,Automatic,5000,Petrol,Internal Combustion Engine (ICE),251
1796,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
1797,Automatic,1999,Diesel,Internal Combustion Engine (ICE),161
1798,Automatic,1999,Diesel,Internal Combustion Engine (ICE),178
1799,Automatic,1999,Diesel,Internal Combustion Engine (ICE),146
1800,Automatic,1999,Diesel,Internal Combustion Engine (ICE),161
1801,Automatic,1997,Petrol,Internal Combustion Engine (ICE),177
1802,Automatic,1997,Petrol,Internal Combustion Engine (ICE),192
1803,Automatic,1997,Petrol,Internal Combustion Engine (ICE),190
1804,Automatic,1997,Petrol,Internal Combustion Engine (ICE),210
1805,Automatic,1999,Diesel,Internal Combustion Engine (ICE),148
1806,Automatic,1999,Diesel,Internal Combustion Engine (ICE),161
1807,Manual,1999,Diesel,Internal Combustion Engine (ICE),147
1808,Manual,1999,Diesel,Internal Combustion Engine (ICE),159
1809,Automatic,1999,Diesel,Internal Combustion Engine (ICE),167
1810,Automatic,1999,Diesel,Internal Combustion Engine (ICE),184
1811,Automatic,1999,Diesel,Internal Combustion Engine (ICE),149
1812,Automatic,1999,Diesel,Internal Combustion Engine (ICE),165
1813,Manual,1999,Diesel,Internal Combustion Engine (ICE),146
1814,Manual,1999,Diesel,Internal Combustion Engine (ICE),163
1815,Automatic,1999,Diesel,Internal Combustion Engine (ICE),175
1816,Automatic,1999,Diesel,Internal Combustion Engine (ICE),192
1817,Automatic,1997,Petrol,Internal Combustion Engine (ICE),186
1818,Automatic,1997,Petrol,Internal Combustion Engine (ICE),203
1819,Automatic,1997,Petrol,Internal Combustion Engine (ICE),196
1820,Automatic,1997,Petrol,Internal Combustion Engine (ICE),214
1821,Automatic,2993,Diesel,Internal Combustion Engine (ICE),169
1822,Automatic,2993,Diesel,Internal Combustion Engine (ICE),182
1823,Automatic,1997,Petrol,Internal Combustion Engine (ICE),207
1824,Automatic,1997,Petrol,Internal Combustion Engine (ICE),206
1825,Automatic,1997,Petrol,Internal Combustion Engine (ICE),220
1826,Automatic,2993,Diesel,Internal Combustion Engine (ICE),172
1827,Automatic,2993,Diesel,Internal Combustion Engine (ICE),185
1828,Automatic,1999,Diesel,Internal Combustion Engine (ICE),154
1829,Automatic,1999,Diesel,Internal Combustion Engine (ICE),161
1830,Manual,1999,Diesel,Internal Combustion Engine (ICE),156
1831,Manual,1999,Diesel,Internal Combustion Engine (ICE),162
1832,Automatic,1999,Diesel,Internal Combustion Engine (ICE),172
1833,Automatic,1999,Diesel,Internal Combustion Engine (ICE),188
1834,Automatic,1999,Diesel,Internal Combustion Engine (ICE),153
1835,Automatic,1999,Diesel,Internal Combustion Engine (ICE),169
1836,Automatic,1999,Diesel,Internal Combustion Engine (ICE),179
1837,Automatic,1999,Diesel,Internal Combustion Engine (ICE),196
1838,Automatic,1997,Petrol,Internal Combustion Engine (ICE),192
1839,Manual,1353,Petrol,Internal Combustion Engine (ICE),140
1840,Automatic,1353,Petrol,Internal Combustion Engine (ICE),141
1841,Manual,1353,Petrol,Internal Combustion Engine (ICE),143
1842,Automatic,1353,Petrol,Internal Combustion Engine (ICE),144
1843,Manual,998,Petrol,Internal Combustion Engine (ICE),134
1844,Manual,1353,Petrol,Internal Combustion Engine (ICE),141
1845,Automatic,1353,Petrol,Internal Combustion Engine (ICE),141
1846,Automatic,1353,Petrol,Internal Combustion Engine (ICE),141
1847,Automatic,1353,Petrol,Internal Combustion Engine (ICE),145
1848,Manual,1353,Petrol,Internal Combustion Engine (ICE),142
1849,Automatic,1353,Petrol,Internal Combustion Engine (ICE),144
1850,Manual,1598,Diesel,Internal Combustion Engine (ICE),131
1851,Automatic,1598,Diesel,Internal Combustion Engine (ICE),136
1852,Manual,1591,Petrol,Internal Combustion Engine (ICE),169
1853,Manual,1598,Diesel,Internal Combustion Engine (ICE),126
1854,Manual,1598,Diesel,Internal Combustion Engine (ICE),126
1855,Manual,1598,Diesel,Internal Combustion Engine (ICE),126
1856,Manual,1598,Diesel,Internal Combustion Engine (ICE),126
1857,Manual,1598,Diesel,Internal Combustion Engine (ICE),126
1858,Automatic,1598,Diesel,Internal Combustion Engine (ICE),129
1859,Automatic,1598,Diesel,Internal Combustion Engine (ICE),129
1860,Manual,998,Petrol,Internal Combustion Engine (ICE),127
1861,Manual,998,Petrol,Internal Combustion Engine (ICE),127
1862,Manual,998,Petrol,Internal Combustion Engine (ICE),127
1863,Manual,998,Petrol,Internal Combustion Engine (ICE),127
1864,Manual,998,Petrol,Internal Combustion Engine (ICE),131
1865,Manual,1353,Petrol,Internal Combustion Engine (ICE),140
1866,Automatic,1353,Petrol,Internal Combustion Engine (ICE),142
1867,Automatic,1353,Petrol,Internal Combustion Engine (ICE),142
1868,Automatic,1580,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),33
1869,Automatic,1580,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),33
1870,Manual,1598,Diesel,Mild Hybrid Electric Vehicle (MHEV),113
1871,Manual,1598,Diesel,Mild Hybrid Electric Vehicle (MHEV),113
1872,Manual,998,Petrol,Internal Combustion Engine (ICE),119
1873,Manual,998,Petrol,Internal Combustion Engine (ICE),119
1874,Manual,1598,Diesel,Mild Hybrid Electric Vehicle (MHEV),120
1875,Manual,998,Petrol,Internal Combustion Engine (ICE),126
1876,Automatic,1482,Petrol,Internal Combustion Engine (ICE),133
1877,Manual,1482,Petrol,Internal Combustion Engine (ICE),133
1878,Manual,1482,Petrol,Internal Combustion Engine (ICE),129
1879,Manual,1598,Diesel,Mild Hybrid Electric Vehicle (MHEV),120
1880,Manual,998,Petrol,Internal Combustion Engine (ICE),126
1881,Manual,1482,Petrol,Internal Combustion Engine (ICE),129
1882,Automatic,1482,Petrol,Internal Combustion Engine (ICE),133
1883,Automatic,1482,Petrol,Internal Combustion Engine (ICE),139
1884,Manual,1598,Diesel,Mild Hybrid Electric Vehicle (MHEV),120
1885,Automatic,1598,Diesel,Mild Hybrid Electric Vehicle (MHEV),124
1886,Automatic,1591,Petrol,Internal Combustion Engine (ICE),153
1887,Manual,1598,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),113
1888,Manual,1598,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),113
1889,Manual,998,Petrol,Internal Combustion Engine (ICE),128
1890,Manual,998,Petrol,Internal Combustion Engine (ICE),128
1891,Manual,998,Petrol,Internal Combustion Engine (ICE),128
1892,Manual,998,Petrol,Internal Combustion Engine (ICE),128
1893,Manual,998,Petrol,Internal Combustion Engine (ICE),128
1894,Manual,998,Petrol,Internal Combustion Engine (ICE),128
1895,Manual,1598,Diesel,Internal Combustion Engine (ICE),122
1896,Manual,1598,Diesel,Internal Combustion Engine (ICE),122
1897,Manual,998,Petrol,Internal Combustion Engine (ICE),128
1898,Manual,998,Petrol,Internal Combustion Engine (ICE),128
1899,Manual,1598,Diesel,Internal Combustion Engine (ICE),122
1900,Manual,1598,Diesel,Internal Combustion Engine (ICE),122
1901,Manual,998,Petrol,Internal Combustion Engine (ICE),135
1902,Manual,1353,Petrol,Internal Combustion Engine (ICE),140
1903,Automatic,1353,Petrol,Internal Combustion Engine (ICE),141
1904,Automatic,1353,Petrol,Internal Combustion Engine (ICE),141
1905,Manual,1598,Diesel,Internal Combustion Engine (ICE),126
1906,Automatic,1580,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),33
1907,Automatic,1580,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),33
1908,Manual,1598,Diesel,Internal Combustion Engine (ICE),130
1909,Automatic,1598,Diesel,Internal Combustion Engine (ICE),135
1910,Manual,1591,Petrol,Internal Combustion Engine (ICE),169
1911,Manual,998,Petrol,Internal Combustion Engine (ICE),136
1912,Manual,1353,Petrol,Internal Combustion Engine (ICE),141
1913,Automatic,1353,Petrol,Internal Combustion Engine (ICE),142
1914,Automatic,1353,Petrol,Internal Combustion Engine (ICE),142
1915,Automatic,1353,Petrol,Internal Combustion Engine (ICE),145
1916,Automatic,1580,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),33
1917,Automatic,1580,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),33
1918,Manual,998,Petrol,Internal Combustion Engine (ICE),119
1919,Manual,1482,Petrol,Internal Combustion Engine (ICE),129
1920,Automatic,1482,Petrol,Internal Combustion Engine (ICE),133
1921,Manual,1482,Petrol,Internal Combustion Engine (ICE),129
1922,Manual,1589,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),113
1923,Manual,998,Petrol,Internal Combustion Engine (ICE),135
1924,Manual,998,Petrol,Internal Combustion Engine (ICE),135
1925,Manual,1598,Diesel,Internal Combustion Engine (ICE),127
1926,Manual,1598,Diesel,Internal Combustion Engine (ICE),127
1927,Manual,998,Petrol,Internal Combustion Engine (ICE),137
1928,Manual,998,Petrol,Internal Combustion Engine (ICE),137
1929,Manual,998,Petrol,Internal Combustion Engine (ICE),137
1930,Manual,998,Petrol,Internal Combustion Engine (ICE),137
1931,Manual,1598,Diesel,Internal Combustion Engine (ICE),127
1932,Manual,1598,Diesel,Internal Combustion Engine (ICE),127
1933,Manual,1598,Diesel,Internal Combustion Engine (ICE),127
1934,Manual,1598,Diesel,Internal Combustion Engine (ICE),127
1935,Manual,998,Petrol,Internal Combustion Engine (ICE),121
1936,Manual,1598,Petrol,Mild Hybrid Electric Vehicle (MHEV),119
1937,Manual,998,Petrol,Internal Combustion Engine (ICE),136
1938,Manual,998,Petrol,Internal Combustion Engine (ICE),136
1939,Manual,998,Petrol,Internal Combustion Engine (ICE),136
1940,Manual,998,Petrol,Internal Combustion Engine (ICE),136
1941,Manual,1353,Petrol,Internal Combustion Engine (ICE),141
1942,Manual,1353,Petrol,Internal Combustion Engine (ICE),141
1943,Automatic,1353,Petrol,Internal Combustion Engine (ICE),143
1944,Automatic,1353,Petrol,Internal Combustion Engine (ICE),143
1945,Manual,1353,Petrol,Internal Combustion Engine (ICE),141
1946,Manual,1353,Petrol,Internal Combustion Engine (ICE),141
1947,Automatic,1353,Petrol,Internal Combustion Engine (ICE),143
1948,Automatic,1353,Petrol,Internal Combustion Engine (ICE),143
1949,Manual,1598,Diesel,Internal Combustion Engine (ICE),127
1950,Manual,1598,Diesel,Internal Combustion Engine (ICE),127
1951,Automatic,1598,Diesel,Internal Combustion Engine (ICE),132
1952,Automatic,1598,Diesel,Internal Combustion Engine (ICE),132
1953,Manual,1598,Diesel,Internal Combustion Engine (ICE),127
1954,Automatic,1598,Diesel,Internal Combustion Engine (ICE),132
1955,Manual,1598,Diesel,Internal Combustion Engine (ICE),127
1956,Automatic,1598,Diesel,Internal Combustion Engine (ICE),132
1957,Manual,998,Petrol,Internal Combustion Engine (ICE),127
1958,Manual,1353,Petrol,Internal Combustion Engine (ICE),144
1959,Automatic,1353,Petrol,Internal Combustion Engine (ICE),146
1960,Manual,1353,Petrol,Internal Combustion Engine (ICE),144
1961,Automatic,1353,Petrol,Internal Combustion Engine (ICE),146
1962,Manual,1589,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),113
1963,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1964,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1965,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1966,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1967,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1968,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1969,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1970,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1971,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1972,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1973,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1974,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1975,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1976,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1977,Manual,1598,Diesel,Internal Combustion Engine (ICE),123
1978,Manual,1598,Diesel,Internal Combustion Engine (ICE),123
1979,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1980,Manual,998,Petrol,Internal Combustion Engine (ICE),130
1981,Manual,1598,Diesel,Internal Combustion Engine (ICE),123
1982,Manual,1598,Diesel,Internal Combustion Engine (ICE),123
1983,Manual,998,Petrol,Internal Combustion Engine (ICE),136
1984,Manual,1353,Petrol,Internal Combustion Engine (ICE),141
1985,Automatic,1353,Petrol,Internal Combustion Engine (ICE),143
1986,Automatic,1353,Petrol,Internal Combustion Engine (ICE),143
1987,Automatic,1598,Diesel,Internal Combustion Engine (ICE),131
1988,Automatic,1598,Diesel,Internal Combustion Engine (ICE),131
1989,Manual,1598,Diesel,Mild Hybrid Electric Vehicle (MHEV),121
1990,Automatic,1482,Petrol,Internal Combustion Engine (ICE),131
1991,Automatic,1482,Petrol,Internal Combustion Engine (ICE),134
1992,Automatic,1482,Petrol,Internal Combustion Engine (ICE),134
1993,Manual,1598,Diesel,Mild Hybrid Electric Vehicle (MHEV),121
1994,Automatic,1598,Diesel,Mild Hybrid Electric Vehicle (MHEV),125
1995,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
1996,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
1997,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
1998,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
1999,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2000,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2001,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2002,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2003,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2004,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),110
2005,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),110
2006,Automatic,1580,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),31
2007,Automatic,1580,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),31
2008,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),110
2009,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),110
2010,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),119
2011,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),119
2012,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),110
2013,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),120
2014,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2015,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2016,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2017,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2018,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2019,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2020,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
2021,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),110
2022,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),119
2023,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),120
2024,Automatic,1580,Petrol Electric,Hybrid Electric Vehicle (HEV),110
2025,Manual,1598,Diesel,Internal Combustion Engine (ICE),137
2026,Manual,1598,Diesel,Internal Combustion Engine (ICE),139
2027,Automatic,1598,Diesel,Internal Combustion Engine (ICE),138
2028,Manual,1598,Diesel,Internal Combustion Engine (ICE),142
2029,Manual,1598,Diesel,Internal Combustion Engine (ICE),143
2030,Automatic,1598,Diesel,Internal Combustion Engine (ICE),140
2031,Automatic,1598,Diesel,Internal Combustion Engine (ICE),142
2032,Automatic,1998,Petrol,Internal Combustion Engine (ICE),211
2033,Manual,1248,Petrol,Internal Combustion Engine (ICE),133
2034,Manual,998,Petrol,Internal Combustion Engine (ICE),133
2035,Manual,1248,Petrol,Internal Combustion Engine (ICE),134
2036,Manual,998,Petrol,Internal Combustion Engine (ICE),133
2037,Manual,998,Petrol,Internal Combustion Engine (ICE),128
2038,Manual,998,Petrol,Internal Combustion Engine (ICE),127
2039,Manual,998,Petrol,Internal Combustion Engine (ICE),128
2040,Manual,1248,Petrol,Internal Combustion Engine (ICE),129
2041,Automatic,1248,Petrol,Internal Combustion Engine (ICE),148
2042,Manual,998,Petrol,Internal Combustion Engine (ICE),127
2043,Manual,1248,Petrol,Internal Combustion Engine (ICE),129
2044,Automatic,1248,Petrol,Internal Combustion Engine (ICE),148
2045,Manual,1248,Petrol,Internal Combustion Engine (ICE),130
2046,Automatic,1248,Petrol,Internal Combustion Engine (ICE),148
2047,Manual,998,Petrol,Internal Combustion Engine (ICE),128
2048,Automatic,1248,Petrol,Internal Combustion Engine (ICE),149
2049,Manual,998,Petrol,Internal Combustion Engine (ICE),127
2050,Manual,1248,Petrol,Internal Combustion Engine (ICE),133
2051,Automatic,1248,Petrol,Internal Combustion Engine (ICE),151
2052,Manual,1248,Petrol,Internal Combustion Engine (ICE),134
2053,Automatic,1248,Petrol,Internal Combustion Engine (ICE),152
2054,Manual,998,Petrol,Internal Combustion Engine (ICE),117
2055,Manual,998,Petrol,Internal Combustion Engine (ICE),117
2056,Manual,998,Petrol,Internal Combustion Engine (ICE),117
2057,Manual,998,Petrol,Internal Combustion Engine (ICE),117
2058,Manual,1248,Petrol,Internal Combustion Engine (ICE),128
2059,Manual,1248,Petrol,Internal Combustion Engine (ICE),128
2060,Automatic,1248,Petrol,Internal Combustion Engine (ICE),148
2061,Automatic,1248,Petrol,Internal Combustion Engine (ICE),148
2062,Manual,1248,Petrol,Internal Combustion Engine (ICE),128
2063,Automatic,1248,Petrol,Internal Combustion Engine (ICE),148
2064,Manual,1248,Petrol,Internal Combustion Engine (ICE),131
2065,Manual,998,Petrol,Internal Combustion Engine (ICE),128
2066,Manual,1248,Petrol,Internal Combustion Engine (ICE),131
2067,Manual,998,Petrol,Internal Combustion Engine (ICE),129
2068,Manual,998,Petrol,Internal Combustion Engine (ICE),123
2069,Automatic,1248,Petrol,Internal Combustion Engine (ICE),149
2070,Manual,1248,Petrol,Internal Combustion Engine (ICE),131
2071,Automatic,1248,Petrol,Internal Combustion Engine (ICE),151
2072,Manual,1248,Petrol,Internal Combustion Engine (ICE),131
2073,Automatic,1248,Petrol,Internal Combustion Engine (ICE),152
2074,Manual,998,Petrol,Internal Combustion Engine (ICE),119
2075,Manual,998,Petrol,Internal Combustion Engine (ICE),110
2076,Manual,998,Petrol,Internal Combustion Engine (ICE),110
2077,Automatic,998,Petrol,Internal Combustion Engine (ICE),118
2078,Manual,998,Petrol,Internal Combustion Engine (ICE),112
2079,Automatic,998,Petrol,Internal Combustion Engine (ICE),119
2080,Manual,998,Petrol,Internal Combustion Engine (ICE),122
2081,Automatic,998,Petrol,Internal Combustion Engine (ICE),123
2082,Manual,998,Petrol,Internal Combustion Engine (ICE),122
2083,Automatic,998,Petrol,Internal Combustion Engine (ICE),123
2084,Manual,998,Petrol,Internal Combustion Engine (ICE),115
2085,Automatic,998,Petrol,Internal Combustion Engine (ICE),122
2086,Manual,998,Petrol,Internal Combustion Engine (ICE),119
2087,Manual,998,Petrol,Internal Combustion Engine (ICE),120
2088,Manual,998,Petrol,Internal Combustion Engine (ICE),112
